CommentID,CreateTime,Content,UserName,EventID
3457,2018-01-18 05:57:02,I didn't drink there,hQtX1aYa,3833
3458,2018-02-03 00:38:37,"I was interested in staying there because on travelocity it was a 4 star hotel. However when we got there, i was shocked because it looked like... well what it was.  It was a remodeled apartment building complete with carport parking.  I was pretty disappointed. It looked like they tried hard to remodel it, but all up and down the hall the paint was chipping, and it just felt old, with a new rug. It would be cool, or ok if i wasnt expecting something expecting a 4 star i guess. But it was affordable. I didnt stay in the room, we switched hotels. I brought my daughter, and part of the \decor\"" is old pictures of naked women, which probably if i went with buddies i wouldnt mind as much, but it just didnt strike me as that tasteful. And thats all i have to say about that.""",htdC2JWJ,1602
3459,2018-05-11 00:38:59,I have to say I have not been to a Sears in a very long time.\nHowever,lYjI5hgi,4926
3460,2018-01-31 22:32:42,"I would NOT recommend this Pets Mart to take your dog for a grooming. I have a West Highland White Terrier and took him in for a traditional Westie cut. He came back with a \cocker\"" cut, not a Westie cut and looked ridiculous. I took him a few days later to another groomer and they asked me \""Who did this?\"" I told him Pets Mart, North Scottsdale and they said that he was not groomed to the breed standard and that his \""genital\"" area and arm pits were not done to regulation and it was not sanitary!! Will not be going back there. I think their employees need better training. They don't seem professional to me at all.""",nqlgBBQu,1425
3461,2018-04-28 02:55:23,"Don't be fooled by the name, or that everything on the menu is vegan, this is not the place for anyone on a diet or \watching what they eat\"". The food is delicious comfort food with lots of fried things, in large portions, and I love it! Sure there are some things like salads, and rice bowls, if you need to go the healthier route, but no matter what you should be washing it all down with a creamy sinful Soynami. As soon as Green gets their liquor license it will be a 5 star rating for sure.""",EdRgZD4J,39
3462,2018-04-25 02:38:55,This past weekend I had one goal. That goal was to find the best sushi joint in the Phoenix/Scottsdale area and thanks to a great suggestion of a co-worker I found it. Then I Yelped it and I drove about 20 minutes and had one of the best sushi meals of my life. I spent about 60$ and it was worth every single freak'n penny. The sushi chef,HK2KtrPG,4638
3463,2018-06-05 04:58:44,Yelp needs the ability to add a sixth star...\n\nNot much to add to what's already been written here. Gangplank rocks my world.\n\nSeveral wannabe geeks whose day job entails selling real estate got all fired up to find an open collaborative workspace where we could talk real estate and get our geek on.\n\nGangplank offered up some space,N9RqPCWJ,2763
3464,2018-03-30 03:52:04,"This is one of my favorite places around. So much so that it's been labeled my official \date\"" restaurant. I've been here a trillion times (okay, maybe not that much), but have always had good experiences here - even when I accidently lit a napkin on fire at the table. \n\nI have very little patience for waiting anywhere, but I will wait a half an hour to be seated here, which is pretty often on busy weekends with a party more than two. The wine list is hand-selected and always amazing. The bruschetta is TDF (which, is one of the things I miss most about being #glutenfree), I recommend the ricotta and pistachios and the apple one. Their sandwiches are amazing (although I don't actually like their focaccia bread, I always went with the cibata). The waiters generally remember who you are, and some of them even remembered the wine I get so much so that when they rotated it out of the menu they were genuinely concerned and addressed it as soon as I arrived! \n\nOn Sundays and (I think) a weekday night, they have live music. SUCH a great ambiance! If you love olives as much as I do, you have to try the olive sampler platter. It's brilliant. Even their soups are delicious. If I ever move, I will miss this place for sure. Oh, and try the creme brule. It's a must!""",Humm7aZt,1426
3465,2018-01-15 16:04:44,Came here this morning  because I had a meeting in the area so I stopped in for some breakfast.  I have not been to a 5 & Diner since my single days of stopping in at 1am....back when bars closed at 1am.  Anyway,WEHg3dXv,3606
3466,2018-01-05 15:31:49,"\Old World meets new at Olive & Ivy Restaurant & Marketplace, which blends the flavors and timeless elegance of the Mediterranean with contemporary California chic. Olive & Ivy brings a slice of a bustling Mediterranean neighborhood market to the Scottsdale Waterfront.\"" - Fox Restaurant Concepts.\n\nA great location for a romantic dinner, swilling late night with your friends, or stopping in for some gelatto.\n\nWhat makes this restaurant unique is the marketplace where one can order fresh baked breads, purchase wine, or delight in their gelatto.\n\nIn the dining room await an array of contemporary mediterranean dishes.\n\nI will come here again and again for three things: the Parmesan truffle fries ($5) the red sangria ($7 for a nearly orgasmic bevy of tempranillo, cassis, blackberry, raspberry, and strawberry) and patio seating.  As with virtually 90% of Scottsdale establishments, there is ambiance, beautiful people, groovy downtempo beats, and a great view of the canal  (lol) on the outside patio.\n\nThe rack of lamb with beech mushrooms, fava beans, and piquillo pepper marmelade is one of my favorite dishes here.   It is quite succulent, and has a wonderful smoky grilled taste.\n\nThe free range chicken with wild mushrooms, English peas, and citrus jus is also another delectable dish. Though these ingredients are so simple, I smiled inwardly as suddenly I was transported back to my grandmothers kitchen. Ahhh! Food nostalgia, it's why I eat.\n\nCons: No happy hour\n\nPrices are the usual for a moderate upscale restaurant in Scottsdale.  \nAppetizers: $6-$12\nEntrees: $17-36\nSalads: $8-$10""",JAf3Pe6C,639
3467,2018-01-29 11:26:07,Ristorante Giuseppe is pretty much everything it's cracked up to be based on previous reviews. My wife and I arrived about twenty minutes after the restaurant opened. Within fifteen minutes,WP0zK2vD,4103
3468,2018-01-04 00:49:36,This place is a pretty nice little spot in Tempe. They are in the building where extreme pita used to be next to blockbuster.\n\nI came based on the yelp reviews and ordered an italian beef with gardinera. It was very good. Nice and wet and the gardinera is nice and hot. The fries were also fantastic. there was so much food that i couldn't even finish on a day where i went in hungry.\n\nIt was also fun that they were doing a Man vs Food style competition all day with a challenge to eat a 3lbs burger with toppings in 10 minutes. Two guys tried it while i watched and made for a fun time. The staff made sure it was a fun event.,sk91rBqp,4058
3469,2018-03-05 13:03:33,"We're recent arrivals to Scottsdale and after a few weeks of over-exposure to the extreme Jersey Shore douchiness of the local nightlife, we decided we needed something a bit more, uhm, unpretentious.\n\nI did a Yelp search for \dive bars\"" and this was the first one that came up, so we headed right over there to check it out.  It did not disappoint.  \n\nNobody in the bar was orange in color, we didn't see a single faux hawk, no midget bodybuilders in Affliction shirts and nary a single leased Porsche in the dirt field that passes for a parking lot.  I assume that's what the doormen is for because judging by the Fellini-esque crowd that drinks there, I can't really imagine who else he might be there to exclude.\n\nDrinks were cheap and the crowd had that dive bar \""je ne sais quois\""  that can't be faked - an ineffable combination of drunkenness and regret combined with wildly improbable hopes that tonight is the night that it will all turn around.  In other words, a perfect place to drink. (Insert your favorite Tom Waits lyric here.)\n\nSmoker friendly, to put it mildly. I'm surprised they don't give you a pack of Lucky Strikes at the door.\n\nWhile not quite up to the supreme Dive Bar standards of, say, Mac's Club Deuce in Miami Beach or Boardner's in LA, it's a solid in-state contender.\n\nIt is what it is. Which in a town where a significant portion of the stuff is not what it appears to be is a very good thing indeed.\n\nWe like it.""",GBy7y1AZ,2757
3470,2018-05-09 05:34:25,i'm honestly not quite sure what to think of this place.  i'm not a thai food connoisseur,w3Bg8ci2,2828
3471,2018-04-23 22:04:44,"this office is the worst experience i have ever had for medical needs. although dr bhardwaja is professional in her approach, don't expect a complete physical checkup when you visit for a yearly physical. blood pressure, temp, heart rate and cursory probing of lungs is done and prostate check is accomplished, but considering i suffered from a chronic intestinal disease for many years, i was surprised that she did not palpate the abdomen area. the staff is very disorganized. had to wait for a month to get a med refill after being called and faxed many times by the pharmacy company. referral for further tests by wife not sent to the specialist for weeks slowing the appointment time. all calls are taken by an automated phone system which takes forever to get through and then, most times end up on voicemail and must wait for a long time for a followup callback. emergencies or any calls after hours are just told to go to hospital. apparently this is a \nine to five\"" bankers hours business and would prefer not to be bothered after hours. never have we been so discusted with a business as this. am in the process of moving to another group with \""live\"" personnel. beware !""",rxRiYQVb,1057
3472,2018-02-18 04:29:33,I have to agree,RMcRal83,1234
3473,2018-03-16 16:24:38,"This was so close to being a 4 star review until the very end of my time here.  I'm giving it 3 because the food was decent, the beer selection was insane, and its convenient for brew and view.  To see why its not 4 stars read on....\n\nI went with my husband on a Friday around 3:30 for their happy hour to get toasty before seeing a movie - a pretty convenient location for that.  When we first got in, I remarked how I couldn't believe there was a woman at the bar with her friend and her infant child in a stroller next to them.  Something I'm not used to seeing but the place was pretty empty at that point so I disregarded it.  (Even though if I came with a baby in a stroller- which I would not-  I would choose to sit at one of the 50 empty tables and not AT the bar, but that's just me.)\n\nThe place was big and as I said mostly empty, and somehow the hostess still managed to seat us in an area with no waitress.  After eyeing a few of them as they walked by our table to help the tables around us, one finally came over to us - \Is anyone helping you?  I can go figure out who is supposed to be your waitress.\""  No, you are going to take our order.\n\nLike I said, the food honestly was pretty good.  We had the chicken lettuce wraps which had a ton of pine nuts (yum!) and came with three delicious dipping sauces - hoisin, peanut satay, and a sweet and spicy.  We also had the chicken nachos and onion rings which were average.  The onion rings were served with your choice of dipping sauces- ranch or slightly pink ranch.  (I like to call it Ranch Rose)  I would highly suggest they develop a horseradish dipping sauce.  \n\nOverwhelmed by the beer selection, my husband asked for a recommendation, saying he usually goes for the lagers, pale ales, and amber ales, and the waitress had no clue what he should get, only that \""I remember someone ordering one of the pale ales earlier and didn't like it.\""  Ok. . .I ordered a rum and coke, seeing as well drinks were supposed to be $4 for the happy hour special.  We got out beverages and I tasted my drink and thought the bartender screwed up and put stoli vanilla in it - my husband tasted it and agreed.  Oh well, I'm not one to complain.  When ordering our second round, I specifically emphasized \""ANOTHER RUM and coke.\""  This time, a bus boy brought our drinks to us and handed me the glass and said \""Your Captain and coke.\""  Here's a lesson to all the waitresses out there - when your special is $4 well drinks and your clientele doesn't specify the brand of alcohol they want, that means \""well liquor.\""  Don't substitute it with \""top shelf\"" liquor (if you can call Captain that) and definitely DON'T substitute regular rum with spiced rum.  \""Captain and Coke\"" is a VERY specific drink.  \""Rum and Coke\"" is not.  \n\nIt turned from bad to worse when the kid in the booth behind us decided to toss his straw over and it hit me in the head.  I turned and scoured at the table of parents and they shrugged it off and pointed to the kid as if to say, \""Oh it wasn't our fault, he was just a kid.\""  For all the parents reading this, if your children can't behave and you can't control them, don't bring them to happy hour.  It is NOT okay to shrug off bad behavior like that.  If it were my child, I would demand he apologize to whomever he hit.\n\nWhen we got the bill, I was glad to see that I was charged the full price for my \""rum and cokes.\""  Stellar, exactly why I came to happy hour.  As we left, the place had filled in pretty well, and I saw ANOTHER stroller with a baby in it, only this time the parents were just standing around not even in seats or at the bar! (They also had a toddler who was sitting on the floor of the bar area.)  I'm sorry, I'm just appalled.  I've never seen babies saddling up to a bar before.   What if someone accidentally walked by and spilled beer on your baby?!  A bar is not a place for children, I don't care how bad you need a drink and its happy hour.""",DzQvphRO,4943
3474,2018-02-08 16:27:41,Went there last Sat for dinner. My mom had their Prime rib special and I had their ribeye. We were both extremely unimpressed. We both ordered a salad with our dinners. I have never been to any restaurant that brings the salad on the same plate as a steak or prime rib. So it goes without saying that our salads were drench in steak juice. Also moms prime rib was ordered medium rare and was brought out Rare and bloody (all over her salad too). Our waitress was not attentive and kept hanging at the bar jamming out to the music instead of checking our drinks or to see if we needed anything else. We did send the prime rib back for the extra cook time but it definitely was not worth it.  I think this place might ok to hang out and have drinks but I don't think it's really worth the drinks either due to the overall poor experience we had.,bsR0lGWk,4753
3475,2018-04-13 00:48:44,Based on previous reviews and my lack of bakery knowledge,ZTUW5Kao,742
3476,2018-02-20 12:08:16,"Wow, now you guys rename a new page The W Scottsdale and call this one something different to hide your bad ratings... SHADY...\n\nMy OG review was for the Scottsdale W and now it is for \The Living Room\"" and I see a Scottsdale W related ? hmm weird...\n\nShady, Shady, Shady....\n\nAnd guess what, THIS W (not all) still sucks major donkey balls... I am also going to repost this review on both pages as it is for the HOTEL itself \n(and yes i have stayed there)\n\nOriginal Review:\n\""this W sucks... So smug and unpleasant, whether its the annoying people, the overpriced everything, or the horrible staff, this place blows hard. I have been to W's in SF/Hollywood/NY and they all actually are pretty cool and I have enjoyed them.\n\nYou can totally tell that Persians run this joint, don't get me wrong, I love Persian people, but there is that certain breed of them that wear douchey designer glasses and are obsessed with shiny jewlery and their 3-series and treat people like shit. That is the vibe this place puts off, like a sleezy wanna be vegas spot that is so far from cool that it is laughable. Don't even waste your time, but if you do make sure to pre-game because that shit is expensive!\""""",ItLOG1gG,789
3477,2018-04-21 06:43:55,I happened about this little gem during a recent Google search and boy,cDM0VXGT,2480
3478,2018-05-13 16:46:49,I think we have another place to eat and drink good wine. My girlfriend and I are always looking for a good place to eat along out bicycle route. It is always nice if we can find a place that has $5 wine too! \nI was very excited to see they had fried dill pickles. If you have never had them,ECCqxINz,2300
3479,2018-04-30 18:25:53,"Lolo's reminds me of the good old southern cooking I could find growing up in Columbia Mo. A lot of my friends mothers would cook great soul food and this reminds me of when I was a kid. \nToday was my second visit to this place. It was as good or better than the first time a few months ago. This time I have the \Betty Boop\"", a single waffle, with a huge chicken breast, with a side of bacon and a side of fried Okra. I was full half way through but kept eating because it was all sooo good!!! If your on a diet this can't be the best place to go, but if your skipping a day on your diet, or just don't care, then get over to this place for great food. It is located in the ghetto, but the place is very clean and the staff is friendly. Everyone is happy because of the great food and people!!""",FinlUiyU,768
3480,2018-01-21 18:45:08,This seems like one of the more interesting places in the suburban hell that is Chandler. \n\nOn a Friday night,Nk9jTwl6,120
3481,2018-04-14 19:01:13,"Along the lines of gay bars in the Phoenix area, Plazma is one of my favorites. The reasons for this include: low-key atmosphere, nice bartenders, (sometimes) free jello shots served in plastic toy syringes, stiff drinks, and memories of killer karaoke with Ryan M., Ben H., and Corinne W.! \n\nDrinks are cheap, music isn't too terrible, and there isn't that snooty pretentiousness that some of the other bars and clubs have. Ironically, I don't think anyone in our karaoke group of 12 was gay,but it didn't matter. It was all good fun, and we didn't get \hated on\"" for being so \""hetero,\"" which has happened to friends of mine at other gay bars in Phoenix.""",XguZhFRP,908
3482,2018-06-09 07:40:35,"It is with pleasure that I bestow upon Marcellino Ristorante my coveted 5 star review                                                                                             \n                       \n                                    *  *  * FANFARE *  *  *             \n     \nWhere do I begin?  How about with the amuse busch (to build anticipation in the palette).  Moments after we received the menu a plate arrived with a couple wonderfully pungent olives, several small slices of some kind of salami and 4 small chunks of what I believe was pecorino cheese.  A delicious start and we had barely opened the menu.\n\nWe shared the Gamberi e Feta antipasti.  Two HUGE jumbo shrimp (I didn't think the word jumbo really did those bad boys justice) grilled perfectly...tender and juicy.  They were served on a square of lightly fried feta cheese and a bed of cabbage.  The arrangement was so nice that I didn't want to disturb it.\n\nAfter that we shared 2 entrees:\n\nThe Fagottino di Pollo and the Salmone in Crosta di Porcini con Cognac e Porri.  I am not a big fan of salmon but I could become a fan of this salmon.  Flaky, delicious fillet with a wonderful cognac sauce.  I was less thrilled with the chicken.  It was split chicken breasts layered with proscuitto and fontina cheese and smothered in a brown sauce.\n\nHere's the thing about the Fagottino di Pollo.  When I say I was less thrilled I mean it was 4 star chicken.  Everything else about the food and service was 5 stars.  Flat out.  \n\nWe shared a couple desserts - a tirimisu and a dark chocolate mousse.  The tirimisu had all the right flavors working - mascarpone cheese, chocolate, espresso, rum, lady fingers.  Delicious.  The mousse was also very good.  Dangerously good.\n\nAlong the way we had a very well rounded chianti ( Chianti \I Sodi\"", Badia Morrona ) and a very nice white ( Albana \""Colle Del Re\"" ).  Even the brewed coffee I had after dessert was very good.\n\nService was outstanding throughout the evening.  All in all I would place Marcellino Ristorante on the short list of Phoenix's finest restaurants.""",BrbSzXlF,3116
3483,2018-03-22 21:16:58,I've eaten lunch here a couple of times and I have been very pleased with my meals.  The service is good,mVO76kRC,3075
3484,2018-01-14 19:58:04,"I like Zoe's Kitchen. I even tried to put the umlaut above the O in \Zoe\"" but alas, I lack that sort of NASA-grade training. \n\nAn assortment of sandwiches, sides and salads are on hand for the taking. Well, you can't just take them... you have to pay, of course. I don't want to be blamed when a rash of sandwich robberies breaks out along the McDowell corridor... but I've gotten off on a tangent again.\n\nI've only ever tried the Gruben. I think I need an umlaut there too. No? We're good? Good. Like a Reuben but with fresh cabbage and turkey. Much healthier, and with a tangy kick. A good quick place to grab a sandwich during your lunch break.\n\nZoe's sides are available by the pound (chicken, potato, pasta, tuna and egg salads). They will cater your next event and if you've ever seen those Honda Elements running around Phoenix with Zoe's name plastered along the sides, you know that they deliver. Or maybe you're under the impression that those cars are actually mobile kitchens. Well, that's just silly.""",CMp8UzZg,2900
3485,2018-03-28 01:56:12,Definitely!\n\nCity Wide Pest Control has good service and a great price. \n\nThe technicians are always on time and friendly they will show up as early as 7am if you need. They have a 21 day warranty if it rains and the price is less than any other company I have used.  \n\nThere is no contract or agreement needed and you can have them call you monthly to set up service or you can call them on a as needed basis.\n\nI definitely recommend them.,mhzFqpQp,4126
3486,2018-05-30 12:31:17,Don't come into Tottie's expecting traditional cuisine. What you'll get here is that traditional dish that you wanted,FQL6TBNr,4361
3487,2018-06-04 06:24:11,"This place is great.  You really can't get much better.  They have unbelievable food at great prices.  I love the hole in the wall joints that make themselves big just because they're that good, they work hard, and they aim to please.\nAnytime we've come in, the owners have been very nice, and the staff do their jobs.  The food comes out fresh and hot and I have never bitten into anything from there and said to myself, \Self, this is not out of this world.\"" Everything is above and beyond what you'd expect walking into this place.\nMy husband LOVES the New Yorker on the sub.  It is unreal.  The pastrami and coleslaw with the sauce... Heavenly.  The Rocket Burger is HUGE and uncomparable to the likes of culvers, in and out, ect.  My kids loved the corn dogs.\nAnd to top off the ridiculously delicious food, you get your choice of 200+ kinds of bottled pop.  You will never feel like a penny was wasted after coming here.  So go.""",zD7uURE9,2823
3488,2018-05-21 11:52:31,I ate here twice a few months back when I was in AZ to take in some baseball spring training games,xInBq8n3,2588
3489,2018-01-21 14:29:24,"Bland and lackluster food that is not worth the price or the wait to get it.  We had lunch at Nourish a few months ago and while we weren't overly impressed, as they do serve healthy food that is in line with our whole foods, plant-based eating habits, we decided to give them another shot and went for brunch a few weekends ago.  I ordered the egg sandwich, which is described as an air-fried egg, avocado, and tomato on a gluten free bagel with a side of sweet potato hash.  As I have never found gluten free bread products to be very mouth-watering, I asked to substitute multi-grain bread in place of the bagel, as the bread had previously been the best part of the lunch sandwich that I'd had.  The server informed me that they were out of bread (how does a restaurant run out of bread when half of their menu items are sandwiches? very poor planning by management) and that the only other item available was a wheat bun, which I opted for.  My husband ordered the veggie quiche, which is described as zucchini, asparagus, caramelized onion, parmesan, and a quinoa crust. \n\nAfter an incredibly long wait (the restaurant was less than 1/3 full), our food finally arrived.  My egg sandwich was by far the most flavorless breakfast item I have ever consumed.  The air-fried egg had sounded appealing as it would be healthy and not greasy, which was the case, however I didn't realize that this also meant there would be absolutely no seasoning on it or flavor to it at all.  The sweet potato hash was downright disgusting and I only consumed a cube or two of the mushy, flavorless heap that was on my plate.  As bad as my meal was, my husband's veggie quiche definitely won the award for worst breakfast item ever tasted.  The \quinoa crust\"" which we were looking forward to as we love quinoa dishes, was actually undercooked quinoa mixed throughout the entire quiche with no visible crust present, which gave the whole thing a granular texture equivalent to fine gravel having been poured into the dish.  The vegetables almost appeared to be ground up as there was just an overall green appearance to the egg portion with no discernible pieces of the veggies described on the menu actually present.  The dish in general had a strange taste and the off-putting texture from the quinoa was more than I could handle even in just the one bite that I tasted.  I honestly don't know how my husband even managed to choke down the portion of the quiche that he did.\n\nWe also each had two bloody marys while we were there and while each took an incredibly long time to get, the first one was flavorful and seemed to be made \""extra spicy\"" as we requested, however, the second one was flavorless and tasted like watered down tomato juice.  While Nourish has a nice patio and offers a view of the lush foliage present in the complex, these elements are not enough to bring us back after we left with our tastebuds reeling in horror over the flavors, or lack thereof, of our brunch.""",TRI9zJRQ,1963
3490,2018-01-06 07:07:04,"Local Breeze Patio Cafe is one of the coolest restaurants you'll ever visit in downtown Phoenix!  \n\nThe wife and I literally stumbled into Local Breeze, 606 N. 4th Ave., Phoenix (on the corner of 4th Avenue and Fillmore Street), several days ago and felt like we found a little gold mine. \n\nLocal Breeze opened in May 2009 and is quartered in a restored, historic home that was built in 1914. Even though the home was built almost 100 years ago, it has a modern, unique feel to it. Sorry, I never heard of Palatte!\n\nIn the patio area which is expansive, I felt like I was thrust into a little piece of the Caribbean in the desert. There was a large lattice patio cover, trees, string lights, fans, candles and comfortable outdoor furniture everywhere. \n\nThe outdoor patio is perfect for having a drink with close friends - especially at night. In fact, I think I want to have my next PhxSoul.com happy hour there! \n\nThe interior is compact but interesting. It felt like I walked into an art gallery - paintings and other viewables adorned the walls and the soft lighting gave the place a homey feel. The men's bathroom was a trip! There was bottle sticking out of the wall (on purpose) and some funky wallpaper. The stall looked like an old, rusted trash bin but it was real cool! Almost made me want to ... errr uhhh ... never mind! \n\nThe best part about the place was the customer service! Our host Melody was probably the most welcoming host I've had at any restaurant! She really took pride in her job and the restaurant itself. I enjoyed talking with her - kind of felt I like I was talking to an old friend. I also had an opportunity to talk with the owner Sid Campbell - he was very gracious! I love restaurants with that mom-and-pop feel! \n\nAs for the food and cocktails, wifey started off with a \Low Tide\"" Pina Colada and I had the LB Signature \""Mojito\"" Lemonade. My bebida went down smoothly - not too strong, not watered-down. Wifey enjoyed her drink too. \n\nI ordered the Cajun Chicken Fettucine and my wife had the Fire Island pizza. Man, they served up some healthy portions! Unless you are REALLY hungry, you're probably going to be asking for a to-go box. \n\nMy dish was tasty - didn't need to put any salt or pepper on it. I was glad that it wasn't too spicy. My wife said her meal was very good - the cheesy was gooey and the dough was filling. I wouldn't say that we were \""blown away\"" by our entrees but we'll be back to sample other items on the menu. \n\nI have to admit that my bill was higher than I expected it to be but you'll always take a hit when you order cocktails at dinner. \n\nI'd definitely recommend this spot for anyone who's lookin' for a chill dining experience in downtown Phoenix.""",ysmq6lG8,1198
3491,2018-05-04 18:13:06,I would have named it sushihana but I guess that is why I am not in marketing.\n\nI have been here many times and treated well,aCQpJC9g,4082
3492,2018-04-08 17:26:42,"I've been here twice. The first time, my husband and I were using a restaurant.com gift so we splurged. Their spring rolls are awesome and fresh. The dishes were full of flavor and you could really taste the herbs which were great. We enjoyed the thai tea and desserts. It was a first for both of us to try the bean desserts, super yummy.\n\nThe second time I went with my friends. We had an order of spring rolls and soup. Two of us got pho and the other friend had the spicy noodle soup. When my friend ordered the house special pho, the male server said \that's that combo, you don't want that, this one is better for you.\"" My friend asked what was the combo, and he didn't respond, just insisted she should change her order. Being confused she agreed with him. Regardless of the change, our food was delicious.\n\nSo why do I give it only 2 stars?\n\nTheir male server sucks. He never explains what he is doing, leaves you wondering what he went off to do when he leaves the table. The whole experience turns into a guessing game.\n\nOn the second visit with my friends, I had ordered two desserts, but had asked him to hold the order on one, until we were ready to leave, as I was going to take it to home, to my husband, as a treat. He brought both of them at the same time. Usually this isn't a huge deal, but it's a frozen drink, and when it melts, it loses it's taste and quality. I felt rushed to finish my drink and finish the outing with the girls, as I wanted to get the drink to my husband in decent condition.\n\nNext, I tried to use the yelp check-in discount, showed it to him prior to ordering, he said, ok, but when it came to paying, he wouldn't give me the discount. He kept on asking me to show him the discount, so I showed him that I checked in, he grabbed my phone, pushed some buttons, couldn't figure it out and walked away. My friends and I were just looking at each other, wondering if he was going to get a manager to help, he came back a few minutes later and asked if I had figured it out. To which I responded, I thought that's what you were doing. I was so frustrated by this point that I said forget it, just give us our check please. He rolled his eyes and came back with the checks.\n\nMy husband and I had the similar unpleasant experience with him the first visit. The ladies that work there are really nice, and honestly, they were the only reason I came back with my friends. I figured the male server was having an off day. I'm not sure that they have other servers, I wish they did. This would be one of my favorite places to go if they had better service.\n\nPho Ao Sen, please, please, train your male server with some customer service.""",AFt8lTl2,3630
3493,2018-04-15 17:01:38,Disappointed. This wasn't our first time but it will be our last. First,CCNOCkAc,3588
3494,2018-02-11 00:51:21,"I think I am starting to understand why it is that Postal Employees go \postal!\""\n\nWorking here would make me want to start shooting up the place too! \n\nThe simple reason that the USPS is failing over all is due to the lack of customer service. Nothing should take this long, nor should patrons be subjected to the interesting summer stenches of the local crystal meth tweekers as we wait on line like this was the former Soviet Republic to send our packages.\n\nI've said it before, and I'll say it again, the USPS is going under because they fell behind the curve in customer service, offering a useful service, and being able to adapt to changing and new technology. \n\nI for one won't shed a tear when the USPS goes under in ten years.""",Humm7aZt,773
3495,2018-04-09 01:13:10,I had my first experience with Matt's this morning. A friend of mine had seen it on Diner's,Xfvta7bd,3696
3496,2018-04-22 09:01:40,Just played the Links course at the Biltmore for the first time. If there were a 3.5 star rating,FyEJv3Q8,4055
3497,2018-03-20 12:11:21,I second bob r.'s assessment. This place is a super family restaurant - really casual atmosphere. Humongous Calzones,n2FkqoXR,2788
3498,2018-03-02 00:21:08,This is the best hidden gem in Chandler!! Best sushi I have ever had! It is fresh and prepared right in front of you! They display the fish they are using,VwKUUrKp,961
3499,2018-04-02 17:57:52,I have been wanting to try Lo-Lo's for a while now and let me tell you this place did not disappoint. There are so many great reviews I don't have much to add. \n\nHere's what I loved:\nI saw Shaq walking out when I was coming in\nThey serve Kool Aid and strong a$$ ice tea in mason jars\nThe fried chicken must have crack in it - so juicy and delicious,7VP76WbV,4105
3500,2018-02-20 13:15:36,This is a review for the skate park located by the wedge,8Dk557F9,2321
3501,2018-05-20 22:11:44,For a coffee joint there is a surprisingly large amount of space.  Local art lines the walls (and it's for sale),RbDSJ3qs,1671
3502,2018-03-28 18:55:44,Dave is awesome. He works in electric and helped us out with absolutely everything,q6PDS71t,4607
3503,2018-02-25 15:39:24,I went to Blanco last night with a family friend of mine and we were helped by a server named Adam.  He was awesome!  Super nice guy and a great server.  \n\nThe ambiance of the place is cool,hTv7247c,825
3504,2018-05-21 10:37:50,Chuparosa Park's entrance is on Dobson Road between Germann and Queen Creek Rd,Z0yeTS6P,2977
3505,2018-02-20 21:43:06,I have eaten at Roka and had their 5 course lunch and chefs dinner premium tasting menu and all I can say is I'm a huge fan of both.  \nLunch\nAt $23.50 the lunch course is an incredible deal and the quality of food is the same you get for dinner.\n\nDinner\nAmazing.  Multi-course meal,Dq7ZyO7Q,3228
3506,2018-04-12 23:12:39,If you find yourself in Scottsdale and want a decent choice of margaritas,E6T1b8jp,4537
3507,2018-03-27 06:55:18,The three stars are all for the beer.  I have had my share of four peaks beer and have always liked it,l9UL28X8,2933
3508,2018-03-18 08:11:44,Had lunch with the fam here and we were all super pleased with most everything! We had a seaweed salad,c11avYVh,1140
3509,2018-05-23 15:52:50,I love this location.  Everyone is really nice.  And the speed of the service is amazing.  You may be the 7th car in the drive-thru,YRQVdW7W,3775
3510,2018-03-27 03:24:57,"So far, the Pink Pepper 5 stars have carried over, but I'm nervous...\n\nI asked the server, \So, even though there's new ownership, you won't be changing the recipes, right?\""\n\nTo which she replied, \""Oh, NO! No, no, no.  We won't change anything; we'll just make it more AUTHENTIC.\""\n\nWes, Daren, and I glanced at each other, exchanging a telepathic,  \""Uh huh.  What the hell does that mean?  Are you changing or not?!\"", but we all just smiled back.   \n\nWe'd just enjoyed a tasty and satisfying lunch boofay with a smorgasbord of choices for under $9, after all.\n\nTons of dishes full of exotic flavored veggies, meats, seafood, and sides -- even a few desserts.   I enjoyed Thai custard with apple slices quite a lot.  MMMMMM I want another piece.\n\nHaving seen more of the team than most yelpers, I can confirm that the super friendly and attentive staff seems to remain the same so far.  I didn't see any new faces, but there were several new dishes added to the usual weekday lunch boofay.  Thai toast was weird but good, with its syrupy, cucumber and red onion dipping sauce.\n\nAs long as they know enough to not change everything that already works so well, the new ownership should enjoy success, including a hefty lunch crowd, with me in it a few days a month, at least!""",ecipOzQn,1142
3511,2018-01-05 13:26:29,What more can I say that everyone else hasn't said? I found this place through this website so I decided to go with my mom for my birthday for the 8 to close happy hour. We walk in and are immediately greeted by the owner. The waitress was so friendly and helpful. We got the smoked salmon sushi (avocado,MW4VzVq0,3393
3512,2018-03-30 04:40:09,This place is unassuming from the outside,4U5LQesK,1579
